ID,active_from,active_to,birth_date,college,height (in),name,position,weight,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg,NBA Games Played,fg%,ppg,effective pct,height/weight,3pt %,Success
478,2012,2018,26-Jan-89,Providence College,77,MarShon Brooks,G-F,200,1.5,0.355,0.5,0.489,0.451,3.1,7,0.755,1.3,1.8,169,8.2,4.2,0.333,1.4,0.53,11.2,0.464,5.2,0.739,3.6,2.6,113,14.4,0.012002841,0.0902,0.081727575,0.0652,0.077,0.0355,0.361630416
480,1989,1998,31-Jul-65,"Texas Christian University, University of California, Irvine",71,Scott Brooks,G,165,1.1,0.372,0.4,0.503,0.45,1.8,4,0.849,0.8,1,680,4.9,5.8,0.418,2.4,0.61,8.7,0.475,4.1,0.852,3.2,2.7,85,12.6,0.048295455,0.09,0.048837209,0.067066667,0.086060606,0.0372,0.377459937
482,2016,2018,10-Oct-92,Stanford University,79,Anthony Brown,F-G,210,2.4,0.286,0.7,0.407,0.328,1.4,4.3,0.85,0.4,0.5,41,3.9,3.8,0.403,1.5,0.52,8.4,0.428,3.6,0.751,2.8,2.1,144,10.8,0.002911932,0.0656,0.038870432,0.054266667,0.075238095,0.0286,0.265487126
484,2009,2018,24-Sep-84,"California State University, Fullerton",74,Bobby Brown,G,175,1.9,0.317,0.6,0.446,0.379,1.7,4.5,0.806,0.3,0.4,158,4.4,7,0.377,2.6,0.53,13.9,0.428,6,0.789,2.9,2.3,116,16.9,0.011221591,0.0758,0.043853821,0.059466667,0.084571429,0.0317,0.306613507
485,1990,2002,29-Feb-68,North Carolina State University,79,Chucky Brown,F,214,0.1,0.227,0,0.494,0.491,2.5,5,0.699,1,1.4,694,5.9,0.3,0.25,0.1,0.56,7.8,0.557,4.3,0.667,2.8,1.9,128,10.6,0.049289773,0.0982,0.058803987,0.065866667,0.073831776,0.0227,0.368692202
486,2002,2005,28-Jun-79,Syracuse University,81,Damone Brown,F,200,0.4,0.286,0.1,0.352,0.336,1.1,3.3,0.667,0.5,0.7,39,2.8,0.8,0.225,0.2,0.51,8.7,0.497,4.3,0.742,2.7,2,113,10.9,0.002769886,0.0672,0.027906977,0.046933333,0.081,0.0286,0.254410196
488,1991,2002,29-Nov-68,Jacksonville University,73,Dee Brown,G,160,2.8,0.357,1,0.488,0.436,4.2,9.6,0.825,1.8,2.1,608,11.1,2.2,0.366,0.8,0.51,11.3,0.482,5.4,0.763,3,2.3,108,13.9,0.043181818,0.0872,0.110631229,0.065066667,0.09125,0.0357,0.433029714
489,2007,2009,17-Aug-84,University of Illinois at Urbana-Champaign,73,Dee Brown,G,185,0.8,0.25,0.2,0.384,0.34,0.7,2.2,0.643,0.4,0.6,68,2.1,6.1,0.36,2.2,0.53,11,0.422,4.7,0.725,2.4,1.7,137,13.2,0.004829545,0.068,0.020930233,0.0512,0.078918919,0.025,0.248878697
490,2010,2012,8-Sep-87,Xavier University,79,Derrick Brown,F,225,0.2,0.317,0.1,0.525,0.515,2.1,4,0.637,1,1.6,171,5.2,1.2,0.415,0.5,0.61,6.5,0.573,3.7,0.718,3.3,2.4,106,10.3,0.012144886,0.103,0.051827243,0.07,0.070222222,0.0317,0.338894351
491,2003,2010,30-Dec-78,University of Texas at San Antonio,77,Devin Brown,G,220,1.9,0.338,0.6,0.452,0.401,2.5,6.3,0.776,1.5,2,465,7.2,5.2,0.309,1.6,0.47,14.7,0.411,6.1,0.733,6.2,4.6,105,18.3,0.033025568,0.0802,0.071760797,0.060266667,0.07,0.0338,0.349053032
495,1999,1999,28-Jul-75,Pepperdine University,76,Gerald Brown,G,210,0.3,0.3,0.1,0.388,0.371,1,2.7,0.786,0.3,0.4,33,2.4,2.3,0.369,0.8,0.5,10.9,0.462,5.1,0.768,3.1,2.4,110,13.3,0.00234375,0.0742,0.023920266,0.051733333,0.072380952,0.03,0.254578301
497,2015,2015,18-Dec-92,"University of Oregon, University of Missouri",76,Jabari Brown,G,215,3.3,0.371,1.2,0.479,0.412,3.7,8.9,0.753,3.4,4.5,19,11.9,5.7,0.386,2.2,0.54,11.2,0.441,5,0.782,6.2,4.9,62,17,0.001349432,0.0824,0.118604651,0.063866667,0.070697674,0.0371,0.374018424
498,2017,2018,24-Oct-96,University of California,79,Jaylen Brown,F-G,225,2.9,0.374,1.1,0.528,0.461,3.8,8.2,0.655,1.6,2.4,147,10.2,3,0.294,0.9,0.47,11.1,0.431,4.8,0.654,6.4,4.2,34,14.6,0.010440341,0.0922,0.10166113,0.0704,0.070222222,0.0374,0.382323693
505,2014,2018,26-Aug-90,North Carolina State University,77,Lorenzo Brown,G,189,1,0.149,0.1,0.39,0.368,1.3,3.4,0.684,0.3,0.5,76,3,2.1,0.305,0.6,0.46,9.5,0.429,4.1,0.741,3.8,2.8,101,11.6,0.005397727,0.0736,0.029900332,0.052,0.081481481,0.0149,0.257279541
506,1997,2000,3-Apr-74,Murray State University,75,Marcus Brown,G,185,1.4,0.333,0.5,0.458,0.381,1.2,3.1,0.714,0.6,0.8,27,3.4,3.9,0.372,1.5,0.55,12.7,0.493,6.2,0.849,5.8,5,118,18.9,0.001917614,0.0762,0.033887043,0.061066667,0.081081081,0.0333,0.287452405
507,2015,2018,29-Jan-92,Oklahoma State University,75,Markel Brown,G,190,1.7,0.295,0.5,0.432,0.38,1.8,4.8,0.781,1,1.3,113,5.2,3.1,0.347,1.1,0.49,9.4,0.439,4.1,0.733,4.1,3,134,12.4,0.008025568,0.076,0.051827243,0.0576,0.078947368,0.0295,0.301900179
510,1994,2008,14-Oct-69,Louisiana Tech University,83,P.J. Brown,F-C,225,0.1,0.136,0,0.461,0.46,3.5,7.7,0.794,2,2.5,1089,9.1,0.4,0.377,0.2,0.49,8.1,0.488,3.9,0.654,3.2,2.1,121,10.1,0.07734375,0.092,0.090697674,0.061466667,0.073777778,0.0136,0.408885869
511,1992,2003,22-May-68,"University of Houston, New Mexico State University",74,Randy Brown,G,190,0.2,0.2,0,0.421,0.417,1.9,4.7,0.691,0.9,1.3,655,4.8,0.7,0.31,0.2,0.46,6.8,0.436,3,0.703,4.2,3,117,9.1,0.046519886,0.0834,0.047840532,0.056133333,0.077894737,0.02,0.331788488
516,2007,2015,29-Nov-85,Michigan State University,76,Shannon Brown,G,205,2,0.332,0.7,0.468,0.42,2.9,7,0.807,1.1,1.4,408,7.6,3.1,0.364,1.1,0.52,9.4,0.457,4.3,0.831,3,2.5,97,12.2,0.028977273,0.084,0.075747508,0.0624,0.074146341,0.0332,0.358471122
518,2018,2018,10-Feb-95,Southern Methodist University,77,Sterling Brown,G,225,1.7,0.36,0.6,0.492,0.412,1.5,3.7,0.875,0.4,0.5,52,4.1,2.1,0.451,0.9,0.58,5.8,0.504,2.9,0.77,1.9,1.4,136,8.2,0.003693182,0.0824,0.040863787,0.0656,0.068444444,0.036,0.297001414
519,2002,2005,3-Jun-79,McNeese State University,74,Tierre Brown,G,189,0.6,0.353,0.2,0.413,0.384,1.5,3.9,0.769,0.7,0.9,134,3.9,2.8,0.337,1,0.48,12.6,0.444,5.6,0.734,4.5,3.3,110,15.4,0.009517045,0.0768,0.038870432,0.055066667,0.078306878,0.0353,0.293861022
525,1998,2006,14-Jun-72,Temple University,76,Rick Brunson,G,190,0.8,0.362,0.3,0.426,0.378,1.2,3.1,0.693,0.6,0.8,337,3.2,5.2,0.294,1.5,0.45,10.4,0.371,3.9,0.658,4.2,2.8,124,12,0.023934659,0.0756,0.031893688,0.0568,0.08,0.0362,0.304428347
531,2018,2018,31-Jul-97,Indiana University,82,Thomas Bryant,C,248,0.4,0.2,0.1,0.5,0.455,0.4,0.8,0.714,0.4,0.5,13,1.2,1.1,0.373,0.4,0.61,7.5,0.592,4.4,0.718,4.1,3,69,12.2,0.000923295,0.091,0.011960133,0.066666667,0.066129032,0.02,0.256679127
536,1990,1990,17-Mar-66,University of North Carolina,78,Steve Bucknall,G,215,0.1,0,0,0.273,0.273,0.5,1.8,0.833,0.3,0.3,18,1.3,1.6,0.423,0.7,0.55,5.4,0.478,2.6,0.755,2.4,1.8,130,7.5,0.001278409,0.0546,0.012956811,0.0364,0.07255814,0,0.177793359
538,2000,2009,16-Sep-76,Clemson University,76,Greg Buckner,G,210,1.3,0.334,0.4,0.498,0.45,2,4.4,0.757,0.7,0.9,570,5,1.5,0.276,0.4,0.53,11,0.504,5.6,0.665,4.3,2.8,122,14.4,0.040482955,0.09,0.049833887,0.0664,0.072380952,0.0334,0.352497794
541,2010,2016,22-May-88,University of Arizona,79,Chase Budinger,F,209,2.9,0.352,1,0.504,0.43,2.9,6.8,0.797,1,1.3,407,7.9,5,0.383,1.9,0.54,12.8,0.469,6,0.782,4,3.1,100,17,0.02890625,0.086,0.078737542,0.0672,0.075598086,0.0352,0.371641878
543,1991,2002,19-Jun-68,University of Arizona,78,Jud Buechler,F-G,220,1,0.366,0.4,0.492,0.433,1.3,3.1,0.633,0.3,0.4,720,3.3,0.8,0.381,0.3,0.58,6.1,0.547,3.4,0.743,2.3,1.7,131,8.7,0.051136364,0.0866,0.032890365,0.0656,0.070909091,0.0366,0.34373582
544,2000,2005,2-Nov-77,Creighton University,77,Rodney Buford,G-F,189,1.1,0.3,0.3,0.436,0.412,2.7,6.7,0.758,0.6,0.8,230,6.4,4.7,0.38,1.8,0.51,14.7,0.447,6.6,0.753,3.9,2.9,118,17.9,0.016335227,0.0824,0.063787375,0.058133333,0.081481481,0.03,0.332137418
545,1991,2002,5-Jun-67,"University of Colorado, University of Iowa",82,Matt Bullard,F,215,2.5,0.384,1,0.521,0.418,2,4.7,0.768,0.4,0.5,615,5.3,2.1,0.336,0.7,0.57,9.2,0.533,4.9,0.768,3.3,2.5,94,12.8,0.043678977,0.0836,0.05282392,0.069466667,0.07627907,0.0384,0.364248634
546,2014,2018,16-Mar-91,University of North Carolina,79,Reggie Bullock,G-F,205,2.5,0.403,1,0.558,0.448,2.1,4.6,0.798,0.3,0.4,209,5.5,4.9,0.387,1.9,0.55,8.2,0.439,3.6,0.72,1.2,0.9,100,9.9,0.01484375,0.0896,0.054817276,0.0744,0.077073171,0.0403,0.351034196
553,2003,2007,14-Dec-73,Auburn University,83,Pat Burke,C-F,250,0.3,0.25,0.1,0.417,0.408,1.6,3.8,0.663,0.5,0.7,127,3.7,0.8,0.222,0.2,0.5,7.2,0.491,3.5,0.631,2.7,1.7,120,8.9,0.009019886,0.0816,0.036877076,0.0556,0.0664,0.025,0.274496963
554,2014,2018,12-Nov-92,University of Michigan,73,Trey Burke,G,191,3.8,0.339,1.3,0.465,0.403,4.2,10.5,0.791,1.1,1.4,301,10.8,5,0.367,1.8,0.52,13.3,0.45,6,0.777,4,3.1,73,16.9,0.021377841,0.0806,0.107641196,0.062,0.076439791,0.0339,0.381958827
556,2012,2018,20-Jul-91,University of Colorado,78,Alec Burks,G,214,1.8,0.354,0.6,0.466,0.426,3.4,7.9,0.765,2.3,3.1,364,9.7,2.2,0.313,0.7,0.52,12.6,0.495,6.2,0.804,7.3,5.9,68,19,0.025852273,0.0852,0.096677741,0.062133333,0.072897196,0.0354,0.378160543
557,2005,2006,25-Feb-80,University of Memphis,73,Antonio Burks,G,200,0.2,0.235,0,0.397,0.387,1,2.5,0.571,0.3,0.5,81,2.3,1.7,0.401,0.7,0.51,9.2,0.469,4.3,0.673,3,2,91,11.3,0.005752841,0.0774,0.022923588,0.052933333,0.073,0.0235,0.255509762
